Название вакансии,Минимальная зарплата,Максимальная зарплата,Опыт работы,Образование,Компания,Город,Адрес,Широта,Долгота,Метро,Ссылка,Источник
Разнорабочий,75000.0,,без опыта,любое,"ООО ГК ""ВСП-ИНВЕСТ""",Московская область,"Московская обл, г Серпухов, деревня Дракино, тер садоводческого некоммерческого товарищества Дракино",,,,https://msk-region.rabota.ru/vacancy/50009827/?methodRecommendationType=by_filter&methodRecommendationName=%D0%92%D0%B0%D0%BA%D0%B0%D0%BD%D1%81%D0%B8%D0%B8%20%D0%B2%20%D0%9C%D0%BE%D1%81%D0%BA%D0%BE%D0%B2%D1%81%D0%BA%D0%BE%D0%B9%20%D0%BE%D0%B1%D0%BB%D0%B0%D1%81%D1%82%D0%B8,rabota.ru
Продавец-консультант в чайный магазин Dessert,45000.0,80000.0,без опыта,любое,ИНДИВИДУАЛЬНЫЙ ПРЕДПРИНИМАТЕЛЬ МАКСИМУК АЛЕКСАНДРА СЕРГЕЕВНА,Московская область,"Московская обл, г Долгопрудный, Лихачевский пр-кт, д 74",55.9362094,37.4929193,,https://msk-region.rabota.ru/vacancy/49977584/?methodRecommendationType=by_filter&methodRecommendationName=%D0%92%D0%B0%D0%BA%D0%B0%D0%BD%D1%81%D0%B8%D0%B8%20%D0%B2%20%D0%9C%D0%BE%D1%81%D0%BA%D0%BE%D0%B2%D1%81%D0%BA%D0%BE%D0%B9%20%D0%BE%D0%B1%D0%BB%D0%B0%D1%81%D1%82%D0%B8,rabota.ru
Мужской парикмахер,50000.0,150000.0,от 1 года,любое,ИНДИВИДУАЛЬНЫЙ ПРЕДПРИНИМАТЕЛЬ ВОЛЫК АННА ВАДИМОВНА,Московская область,"Московская обл, г Королёв",55.9190049,37.8150443,,https://msk-region.rabota.ru/vacancy/49900674/?methodRecommendationType=by_filter&methodRecommendationName=%D0%92%D0%B0%D0%BA%D0%B0%D0%BD%D1%81%D0%B8%D0%B8%20%D0%B2%20%D0%9C%D0%BE%D1%81%D0%BA%D0%BE%D0%B2%D1%81%D0%BA%D0%BE%D0%B9%20%D0%BE%D0%B1%D0%BB%D0%B0%D1%81%D1%82%D0%B8,rabota.ru
Курьер,,,без опыта,любое,ИНДИВИДУАЛЬНЫЙ ПРЕДПРИНИМАТЕЛЬ ШМЕЛЕВА ЕКАТЕРИНА АЛЕКСАНДРОВНА,Московская область,"Московская обл, г Химки",55.8917293,37.4396994,,https://msk-region.rabota.ru/vacancy/49825380/?methodRecommendationType=by_filter&methodRecommendationName=%D0%92%D0%B0%D0%BA%D0%B0%D0%BD%D1%81%D0%B8%D0%B8%20%D0%B2%20%D0%9C%D0%BE%D1%81%D0%BA%D0%BE%D0%B2%D1%81%D0%BA%D0%BE%D0%B9%20%D0%BE%D0%B1%D0%BB%D0%B0%D1%81%D1%82%D0%B8,rabota.ru
Врач стоматолог-терапевт,50000.0,150000.0,от 3 лет,высшее,"ООО ""ЛАБОРАТОРИЯ УЛЫБКИ""",Московская область,"Московская обл, г Одинцово, Можайское шоссе, д 165",55.6883673,37.3072178,,https://msk-region.rabota.ru/vacancy/49556057/?methodRecommendationType=by_filter&methodRecommendationName=%D0%92%D0%B0%D0%BA%D0%B0%D0%BD%D1%81%D0%B8%D0%B8%20%D0%B2%20%D0%9C%D0%BE%D1%81%D0%BA%D0%BE%D0%B2%D1%81%D0%BA%D0%BE%D0%B9%20%D0%BE%D0%B1%D0%BB%D0%B0%D1%81%D1%82%D0%B8,rabota.ru
Продавец-кассир,40000.0,,от 1 года,любое,"ООО ""СКМС""",Московская область,"Московская обл, г Одинцово, деревня Скоротово, стр 44А",,,,https://msk-region.rabota.ru/vacancy/48963260/?methodRecommendationType=by_filter&methodRecommendationName=%D0%92%D0%B0%D0%BA%D0%B0%D0%BD%D1%81%D0%B8%D0%B8%20%D0%B2%20%D0%9C%D0%BE%D1%81%D0%BA%D0%BE%D0%B2%D1%81%D0%BA%D0%BE%D0%B9%20%D0%BE%D0%B1%D0%BB%D0%B0%D1%81%D1%82%D0%B8,rabota.ru
Рабочий на производство,50000.0,,от 1 года,среднее,"ООО ""ИНТЕРКВОЛИТИ - ТРАНСФЕР""",Московская область,"Московская обл, г Подольск, мкр Климовск, ул Ленина, д 1",55.3658445,37.5270785,,https://msk-region.rabota.ru/vacancy/48755223/?methodRecommendationType=by_filter&methodRecommendationName=%D0%92%D0%B0%D0%BA%D0%B0%D0%BD%D1%81%D0%B8%D0%B8%20%D0%B2%20%D0%9C%D0%BE%D1%81%D0%BA%D0%BE%D0%B2%D1%81%D0%BA%D0%BE%D0%B9%20%D0%BE%D0%B1%D0%BB%D0%B0%D1%81%D1%82%D0%B8,rabota.ru
Официант-бариста,20000.0,35000.0,без опыта,любое,"ООО ""ПИЛОТ""",Московская область,"Московская обл, г Ногинск, ул Леснова, д 2 стр 1",55.8490541,38.4298865,,https://msk-region.rabota.ru/vacancy/48717266/?methodRecommendationType=by_filter&methodRecommendationName=%D0%92%D0%B0%D0%BA%D0%B0%D0%BD%D1%81%D0%B8%D0%B8%20%D0%B2%20%D0%9C%D0%BE%D1%81%D0%BA%D0%BE%D0%B2%D1%81%D0%BA%D0%BE%D0%B9%20%D0%BE%D0%B1%D0%BB%D0%B0%D1%81%D1%82%D0%B8,rabota.ru
Продавец-консультант,52000.0,150000.0,без опыта,любое,Индивидуальный предприниматель КАМЕНЕЦ АНДРЕЙ ПАВЛОВИЧ,Московская область,"Московская обл, г Раменское, ул Холодово, д 2",55.5836367,38.197767,,https://msk-region.rabota.ru/vacancy/48426664/?methodRecommendationType=by_filter&methodRecommendationName=%D0%92%D0%B0%D0%BA%D0%B0%D0%BD%D1%81%D0%B8%D0%B8%20%D0%B2%20%D0%9C%D0%BE%D1%81%D0%BA%D0%BE%D0%B2%D1%81%D0%BA%D0%BE%D0%B9%20%D0%BE%D0%B1%D0%BB%D0%B0%D1%81%D1%82%D0%B8,rabota.ru
Фармацевт-провизор,55000.0,60000.0,от 3 лет,среднее профессиональное,"ООО ""СИТИ-ФАРМ""",Московская область,"Московская обл, г Одинцово, г Звенигород, ул Садовая, д 2",,,,https://msk-region.rabota.ru/vacancy/48238183/?methodRecommendationType=by_filter&methodRecommendationName=%D0%92%D0%B0%D0%BA%D0%B0%D0%BD%D1%81%D0%B8%D0%B8%20%D0%B2%20%D0%9C%D0%BE%D1%81%D0%BA%D0%BE%D0%B2%D1%81%D0%BA%D0%BE%D0%B9%20%D0%BE%D0%B1%D0%BB%D0%B0%D1%81%D1%82%D0%B8,rabota.ru
Агент по продаже недвижимости,75000.0,150000.0,без опыта,неполное высшее,"ООО ""МАРМИРА""",Московская область,"Московская обл, г Мытищи, ул Лётная, д 21",55.9099311,37.7245733,,https://msk-region.rabota.ru/vacancy/47892425/?methodRecommendationType=by_filter&methodRecommendationName=%D0%92%D0%B0%D0%BA%D0%B0%D0%BD%D1%81%D0%B8%D0%B8%20%D0%B2%20%D0%9C%D0%BE%D1%81%D0%BA%D0%BE%D0%B2%D1%81%D0%BA%D0%BE%D0%B9%20%D0%BE%D0%B1%D0%BB%D0%B0%D1%81%D1%82%D0%B8,rabota.ru
Продавец-кассир,55000.0,70000.0,от 1 года,любое,ООО Зоомаркет,Московская область,"Московская обл, г Одинцово, г Звенигород, ул Ленина, д 9",,,,https://msk-region.rabota.ru/vacancy/46220243/?methodRecommendationType=by_filter&methodRecommendationName=%D0%92%D0%B0%D0%BA%D0%B0%D0%BD%D1%81%D0%B8%D0%B8%20%D0%B2%20%D0%9C%D0%BE%D1%81%D0%BA%D0%BE%D0%B2%D1%81%D0%BA%D0%BE%D0%B9%20%D0%BE%D0%B1%D0%BB%D0%B0%D1%81%D1%82%D0%B8,rabota.ru
Повар  (раздача),60000.0,,без опыта,любое,"ООО ""СФЕРА""",Московская область,"Московская обл, г Балашиха, пр-кт Ленина, д 67",55.7991691,37.9621631,,https://msk-region.rabota.ru/vacancy/54243856/?methodRecommendationType=by_filter&methodRecommendationName=%D0%92%D0%B0%D0%BA%D0%B0%D0%BD%D1%81%D0%B8%D0%B8%20%D0%B2%20%D0%9C%D0%BE%D1%81%D0%BA%D0%BE%D0%B2%D1%81%D0%BA%D0%BE%D0%B9%20%D0%BE%D0%B1%D0%BB%D0%B0%D1%81%D1%82%D0%B8,rabota.ru
Воспитатель детского сада,60000.0,70000.0,от 1 года,среднее профессиональное,"ЧДОО ""Мир Айбамбини""",Московская область,"Московская обл, г Фрязино, ул Лесная, д 2",55.954262,38.0417586,,https://msk-region.rabota.ru/vacancy/54229324/?methodRecommendationType=by_filter&methodRecommendationName=%D0%92%D0%B0%D0%BA%D0%B0%D0%BD%D1%81%D0%B8%D0%B8%20%D0%B2%20%D0%9C%D0%BE%D1%81%D0%BA%D0%BE%D0%B2%D1%81%D0%BA%D0%BE%D0%B9%20%D0%BE%D0%B1%D0%BB%D0%B0%D1%81%D1%82%D0%B8,rabota.ru
Продавец-консультант,60000.0,90000.0,без опыта,любое,ИНДИВИДУАЛЬНЫЙ ПРЕДПРИНИМАТЕЛЬ ПОЛЯКОВА ЕКАТЕРИНА СЕРГЕЕВНА,Московская область,"Московская обл, г Пушкино, Пушкинское шоссе, д 2",55.9954714,37.8633998,,https://msk-region.rabota.ru/vacancy/54217257/?methodRecommendationType=by_filter&methodRecommendationName=%D0%92%D0%B0%D0%BA%D0%B0%D0%BD%D1%81%D0%B8%D0%B8%20%D0%B2%20%D0%9C%D0%BE%D1%81%D0%BA%D0%BE%D0%B2%D1%81%D0%BA%D0%BE%D0%B9%20%D0%BE%D0%B1%D0%BB%D0%B0%D1%81%D1%82%D0%B8,rabota.ru
Продавец-кассир,,,без опыта,любое,ИНДИВИДУАЛЬНЫЙ ПРЕДПРИНИМАТЕЛЬ АНТОНЯН ОГАННЕС ГЕНРИКОВИЧ,Московская область,"Московская обл, г Мытищи, ул Силикатная",55.9460271,37.7816592,,https://msk-region.rabota.ru/vacancy/54212207/?methodRecommendationType=by_filter&methodRecommendationName=%D0%92%D0%B0%D0%BA%D0%B0%D0%BD%D1%81%D0%B8%D0%B8%20%D0%B2%20%D0%9C%D0%BE%D1%81%D0%BA%D0%BE%D0%B2%D1%81%D0%BA%D0%BE%D0%B9%20%D0%BE%D0%B1%D0%BB%D0%B0%D1%81%D1%82%D0%B8,rabota.ru
Продавец-консультант в ортопедический салон,40000.0,80000.0,от 1 года,любое,ИНДИВИДУАЛЬНЫЙ ПРЕДПРИНИМАТЕЛЬ ГУРЕВИЧ АНАСТАСИЯ ОЛЕГОВНА,Московская область,"Московская обл, г Люберцы, ул Смирновская, д 18/20",55.6803517,37.8955785,,https://msk-region.rabota.ru/vacancy/54210844/?methodRecommendationType=by_filter&methodRecommendationName=%D0%92%D0%B0%D0%BA%D0%B0%D0%BD%D1%81%D0%B8%D0%B8%20%D0%B2%20%D0%9C%D0%BE%D1%81%D0%BA%D0%BE%D0%B2%D1%81%D0%BA%D0%BE%D0%B9%20%D0%BE%D0%B1%D0%BB%D0%B0%D1%81%D1%82%D0%B8,rabota.ru
Автомаляр,150000.0,,от 1 года,любое,ООО Оптима Сервис,Московская область,"Московская обл, г Одинцово, г Кубинка, ул Сосновка, д 10",,,,https://msk-region.rabota.ru/vacancy/54208965/?methodRecommendationType=by_filter&methodRecommendationName=%D0%92%D0%B0%D0%BA%D0%B0%D0%BD%D1%81%D0%B8%D0%B8%20%D0%B2%20%D0%9C%D0%BE%D1%81%D0%BA%D0%BE%D0%B2%D1%81%D0%BA%D0%BE%D0%B9%20%D0%BE%D0%B1%D0%BB%D0%B0%D1%81%D1%82%D0%B8,rabota.ru
Заместитель начальника энергоцеха,50000.0,,без опыта,любое,ООО ТД Термоприбор,Московская область,"Московская обл, г Клин, Волоколамское шоссе, д 44",56.3282006,36.6839439,,https://msk-region.rabota.ru/vacancy/53905033/?methodRecommendationType=by_filter&methodRecommendationName=%D0%92%D0%B0%D0%BA%D0%B0%D0%BD%D1%81%D0%B8%D0%B8%20%D0%B2%20%D0%9C%D0%BE%D1%81%D0%BA%D0%BE%D0%B2%D1%81%D0%BA%D0%BE%D0%B9%20%D0%BE%D0%B1%D0%BB%D0%B0%D1%81%D1%82%D0%B8,rabota.ru
Фармацевт,67500.0,,без опыта,среднее профессиональное,ООО Первая Столичная,Московская область,"Московская обл, г Чехов, Вишневый б-р, д 8",55.1446338,37.485852,,https://msk-region.rabota.ru/vacancy/53899202/?methodRecommendationType=by_filter&methodRecommendationName=%D0%92%D0%B0%D0%BA%D0%B0%D0%BD%D1%81%D0%B8%D0%B8%20%D0%B2%20%D0%9C%D0%BE%D1%81%D0%BA%D0%BE%D0%B2%D1%81%D0%BA%D0%BE%D0%B9%20%D0%BE%D0%B1%D0%BB%D0%B0%D1%81%D1%82%D0%B8,rabota.ru
Офис-менеджер,45000.0,,без опыта,среднее,"ООО ""ДИАГНОСТИКА М""",Московская область,"Московская обл, г Сергиев Посад, г Хотьково, ул 3-е Митино, д 11, офис 7",,,,https://msk-region.rabota.ru/vacancy/53890148/?methodRecommendationType=by_filter&methodRecommendationName=%D0%92%D0%B0%D0%BA%D0%B0%D0%BD%D1%81%D0%B8%D0%B8%20%D0%B2%20%D0%9C%D0%BE%D1%81%D0%BA%D0%BE%D0%B2%D1%81%D0%BA%D0%BE%D0%B9%20%D0%BE%D0%B1%D0%BB%D0%B0%D1%81%D1%82%D0%B8,rabota.ru
Антикоррозийщик,80000.0,160000.0,без опыта,любое,ИНДИВИДУАЛЬНЫЙ ПРЕДПРИНИМАТЕЛЬ МАМАЕВ АЛЕКСАНДР АЛЕКСАНДРОВИЧ,Московская область,"Московская обл, г Химки, деревня Елино, д 9В",55.9863773,37.2792456,,https://msk-region.rabota.ru/vacancy/53799610/?methodRecommendationType=by_filter&methodRecommendationName=%D0%92%D0%B0%D0%BA%D0%B0%D0%BD%D1%81%D0%B8%D0%B8%20%D0%B2%20%D0%9C%D0%BE%D1%81%D0%BA%D0%BE%D0%B2%D1%81%D0%BA%D0%BE%D0%B9%20%D0%BE%D0%B1%D0%BB%D0%B0%D1%81%D1%82%D0%B8,rabota.ru
Гладильщик,100000.0,150000.0,от 1 года,любое,"ООО ""АЛЕГРА""",Московская область,"Московская обл, г Люберцы, ул Митрофанова",55.6875335,37.8932042,,https://msk-region.rabota.ru/vacancy/52704838/?methodRecommendationType=by_filter&methodRecommendationName=%D0%92%D0%B0%D0%BA%D0%B0%D0%BD%D1%81%D0%B8%D0%B8%20%D0%B2%20%D0%9C%D0%BE%D1%81%D0%BA%D0%BE%D0%B2%D1%81%D0%BA%D0%BE%D0%B9%20%D0%BE%D0%B1%D0%BB%D0%B0%D1%81%D1%82%D0%B8,rabota.ru
Техник по обслуживанию оборудования,60000.0,80000.0,без опыта,любое,Фабрика Напитков,Московская область,"Московская обл, г Пушкино, г Ивантеевка",56.013025,37.874862,,https://msk-region.rabota.ru/vacancy/52538346/?methodRecommendationType=by_filter&methodRecommendationName=%D0%92%D0%B0%D0%BA%D0%B0%D0%BD%D1%81%D0%B8%D0%B8%20%D0%B2%20%D0%9C%D0%BE%D1%81%D0%BA%D0%BE%D0%B2%D1%81%D0%BA%D0%BE%D0%B9%20%D0%BE%D0%B1%D0%BB%D0%B0%D1%81%D1%82%D0%B8,rabota.ru
Разнорабочий,45000.0,,без опыта,любое,"ООО ""ВКЗ""",Московская область,"Московская обл, г Воскресенск, рп им. Цюрупы, ул Октябрьская, зд 36",,,,https://msk-region.rabota.ru/vacancy/52525309/?methodRecommendationType=by_filter&methodRecommendationName=%D0%92%D0%B0%D0%BA%D0%B0%D0%BD%D1%81%D0%B8%D0%B8%20%D0%B2%20%D0%9C%D0%BE%D1%81%D0%BA%D0%BE%D0%B2%D1%81%D0%BA%D0%BE%D0%B9%20%D0%BE%D0%B1%D0%BB%D0%B0%D1%81%D1%82%D0%B8,rabota.ru
Продавец продуктов,,,от 1 года,любое,ИНДИВИДУАЛЬНЫЙ ПРЕДПРИНИМАТЕЛЬ ТКАЧ ЛУМИНИЦА ВАСИЛЬЕВНА,Московская область,"Московская обл, г Химки, мкр Новогорск, ул Соколовская 1 кв",55.8918833,37.347508,,https://msk-region.rabota.ru/vacancy/51471169/?methodRecommendationType=by_filter&methodRecommendationName=%D0%92%D0%B0%D0%BA%D0%B0%D0%BD%D1%81%D0%B8%D0%B8%20%D0%B2%20%D0%9C%D0%BE%D1%81%D0%BA%D0%BE%D0%B2%D1%81%D0%BA%D0%BE%D0%B9%20%D0%BE%D0%B1%D0%BB%D0%B0%D1%81%D1%82%D0%B8,rabota.ru
Парикмахер-универсал,,,без опыта,любое,ИНДИВИДУАЛЬНЫЙ ПРЕДПРИНИМАТЕЛЬ БУГРЕЕВА АСЯ СЕРГЕЕВНА,Московская область,"Московская обл, г Пушкино, г Ивантеевка, ул Школьная, д 14",,,,https://msk-region.rabota.ru/vacancy/51026095/?methodRecommendationType=by_filter&methodRecommendationName=%D0%92%D0%B0%D0%BA%D0%B0%D0%BD%D1%81%D0%B8%D0%B8%20%D0%B2%20%D0%9C%D0%BE%D1%81%D0%BA%D0%BE%D0%B2%D1%81%D0%BA%D0%BE%D0%B9%20%D0%BE%D0%B1%D0%BB%D0%B0%D1%81%D1%82%D0%B8,rabota.ru
Менеджер по продажам дверей,100000.0,,от 5 лет,любое,ИНДИВИДУАЛЬНЫЙ ПРЕДПРИНИМАТЕЛЬ УСМАНОВ РАМИЛЬ САЛИХОВИЧ,Московская область,"Московская обл, г Мытищи, Осташковское шоссе, д 1Б",55.8960512,37.6822085,,https://msk-region.rabota.ru/vacancy/50496181/?methodRecommendationType=by_filter&methodRecommendationName=%D0%92%D0%B0%D0%BA%D0%B0%D0%BD%D1%81%D0%B8%D0%B8%20%D0%B2%20%D0%9C%D0%BE%D1%81%D0%BA%D0%BE%D0%B2%D1%81%D0%BA%D0%BE%D0%B9%20%D0%BE%D0%B1%D0%BB%D0%B0%D1%81%D1%82%D0%B8,rabota.ru
Обивщик мягкой мебели,70000.0,,от 1 года,любое,"ООО ""МАРИС""",Московская область,"Московская обл, г Мытищи, ул Абрамова, д 16",55.9137746,37.7688154,,https://msk-region.rabota.ru/vacancy/50495014/?methodRecommendationType=by_filter&methodRecommendationName=%D0%92%D0%B0%D0%BA%D0%B0%D0%BD%D1%81%D0%B8%D0%B8%20%D0%B2%20%D0%9C%D0%BE%D1%81%D0%BA%D0%BE%D0%B2%D1%81%D0%BA%D0%BE%D0%B9%20%D0%BE%D0%B1%D0%BB%D0%B0%D1%81%D1%82%D0%B8,rabota.ru
Маляр по покраске мебели,50000.0,,без опыта,любое,ИНДИВИДУАЛЬНЫЙ ПРЕДПРИНИМАТЕЛЬ АНДРЕЕВ АЛЕКСЕЙ ПЕТРОВИЧ,Московская область,"Московская обл, г Коломна, проезд Станкостроителей, д 7а",55.0722428,38.7830891,,https://msk-region.rabota.ru/vacancy/50491246/?methodRecommendationType=by_filter&methodRecommendationName=%D0%92%D0%B0%D0%BA%D0%B0%D0%BD%D1%81%D0%B8%D0%B8%20%D0%B2%20%D0%9C%D0%BE%D1%81%D0%BA%D0%BE%D0%B2%D1%81%D0%BA%D0%BE%D0%B9%20%D0%BE%D0%B1%D0%BB%D0%B0%D1%81%D1%82%D0%B8,rabota.ru
Кладовщик-комплектовщик,80000.0,,без опыта,любое,ИНДИВИДУАЛЬНЫЙ ПРЕДПРИНИМАТЕЛЬ СОЛОВЬЕВА ИРИНА НИКОЛАЕВНА,Московская область,"Московская обл, г Солнечногорск, деревня Ложки, тер Индустриальный парк Есипово, стр 16",,,,https://msk-region.rabota.ru/vacancy/50355299/?methodRecommendationType=by_filter&methodRecommendationName=%D0%92%D0%B0%D0%BA%D0%B0%D0%BD%D1%81%D0%B8%D0%B8%20%D0%B2%20%D0%9C%D0%BE%D1%81%D0%BA%D0%BE%D0%B2%D1%81%D0%BA%D0%BE%D0%B9%20%D0%BE%D0%B1%D0%BB%D0%B0%D1%81%D1%82%D0%B8,rabota.ru
Разнорабочий,65000.0,100000.0,без опыта,любое,ИНДИВИДУАЛЬНЫЙ ПРЕДПРИНИМАТЕЛЬ МОЛДОВАН ДМИТРИЙ ВАЛЕНТИНОВИЧ,Московская область,"Московская обл, г Подольск, поселок Молодёжный, ул Промышленная, д 4 стр 3",55.3274536,37.5014256,,https://msk-region.rabota.ru/vacancy/50322234/?methodRecommendationType=by_filter&methodRecommendationName=%D0%92%D0%B0%D0%BA%D0%B0%D0%BD%D1%81%D0%B8%D0%B8%20%D0%B2%20%D0%9C%D0%BE%D1%81%D0%BA%D0%BE%D0%B2%D1%81%D0%BA%D0%BE%D0%B9%20%D0%BE%D0%B1%D0%BB%D0%B0%D1%81%D1%82%D0%B8,rabota.ru
Автомойщик,50000.0,150000.0,от 3 лет,любое,ИНДИВИДУАЛЬНЫЙ ПРЕДПРИНИМАТЕЛЬ ПОЛОЗОВА ЕКАТЕРИНА ИГОРЕВНА,Московская область,"Московская обл, г Балашиха, мкр Саввино, ул Саввинская, влд 12 к 1",55.7277601,38.0304334,,https://msk-region.rabota.ru/vacancy/50259624/?methodRecommendationType=by_filter&methodRecommendationName=%D0%92%D0%B0%D0%BA%D0%B0%D0%BD%D1%81%D0%B8%D0%B8%20%D0%B2%20%D0%9C%D0%BE%D1%81%D0%BA%D0%BE%D0%B2%D1%81%D0%BA%D0%BE%D0%B9%20%D0%BE%D0%B1%D0%BB%D0%B0%D1%81%D1%82%D0%B8,rabota.ru
Продавец-кассир,52500.0,56000.0,от 3 лет,любое,"ООО ""ОЛИМП""",Московская область,"Московская обл, г Одинцово, Можайское шоссе, д 38А",55.6780097,37.2855901,,https://msk-region.rabota.ru/vacancy/50145166/?methodRecommendationType=by_filter&methodRecommendationName=%D0%92%D0%B0%D0%BA%D0%B0%D0%BD%D1%81%D0%B8%D0%B8%20%D0%B2%20%D0%9C%D0%BE%D1%81%D0%BA%D0%BE%D0%B2%D1%81%D0%BA%D0%BE%D0%B9%20%D0%BE%D0%B1%D0%BB%D0%B0%D1%81%D1%82%D0%B8,rabota.ru
Автомеханик-автослесарь,80000.0,120000.0,от 1 года,среднее профессиональное,ИНДИВИДУАЛЬНЫЙ ПРЕДПРИНИМАТЕЛЬ АНАШКИН КИРИЛЛ АНАТОЛЬЕВИЧ,Московская область,"Московская обл, г Коломна, ул Гагарина, д 70а",55.0836262,38.7947049,,https://msk-region.rabota.ru/vacancy/49453295/?methodRecommendationType=by_filter&methodRecommendationName=%D0%92%D0%B0%D0%BA%D0%B0%D0%BD%D1%81%D0%B8%D0%B8%20%D0%B2%20%D0%9C%D0%BE%D1%81%D0%BA%D0%BE%D0%B2%D1%81%D0%BA%D0%BE%D0%B9%20%D0%BE%D0%B1%D0%BB%D0%B0%D1%81%D1%82%D0%B8,rabota.ru
